year,local,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47
2018,강원삼척시,42230,Samcheok-si,삼척시,"23,746","23,460",285,0,0,"3,279,100","3,238,717","106,033",0,"65,649",10.68,"541,628","599,466","539,114","2,515","557,500","525,216","18,730","13,553",80.8,38.83,41.98,"178,453","192,929","459,620",457,"31,313",,,6.4,"39,335","614,042",21.3,"120,341","10,243",15.1,67.4,22.7,"68,326",더불어민주당,7th,김양호,더불어민주당,61.8,김인배,자유한국당,33.08
2019,강원삼척시,42230,Samcheok-si,삼척시,"26,657","26,104",553,0,0,"3,509,875","3,467,816","107,708",0,"65,649",12.27,"663,782","745,228","661,321","2,461","685,819","642,500","27,323","15,996",81.1,37.38,43.68,"188,458","220,231","504,216",478,"32,663",,,4.5,"33,893","759,177",19.6,"138,564","9,941",14,65.6,23.8,"67,228",더불어민주당,7th,김양호,더불어민주당,61.8,김인배,자유한국당,33.08
2020,강원삼척시,42230,Samcheok-si,삼척시,"25,121","24,335",786,0,0,"3,638,286","3,592,013","111,921",0,"65,649",-8.93,"777,292","707,877","777,327",-35,"799,376","751,441","28,071","19,863",80.2,35.52,44.73,"196,207","247,060","552,376",602,"40,499",,,3.8,"28,018","732,367",25.7,"176,910","11,298",13.5,68.1,25.4,"65,243",더불어민주당,7th,김양호,더불어민주당,61.8,김인배,자유한국당,33.08
2021,강원삼척시,42230,Samcheok-si,삼척시,"28,522","27,488","1,035",0,0,"3,793,842","3,743,944","115,547",0,"65,649",-0.05,"744,411","744,009","744,432",-22,"769,235","722,595","31,928","14,712",81.5,34.19,47.36,"188,810","261,554","552,282",632,"41,257",,,3.9,"749,569","29,041",26.3,"185,318","11,541",12.2,66.7,26.6,"63,429",더불어민주당,7th,김양호,더불어민주당,61.8,김인배,자유한국당,33.08
2022,강원삼척시,42230,Samcheok-si,삼척시,,,,,,,,,,,,,,,,,,,,80.2,33.09,47.11,"189,242","269,391","571,847",695,"44,068",,,,,,,,,13.2,67.2,27.5,"63,455",국민의힘,8th,박상수,국민의힘,49.12,김양호,더불어민주당,46.61
2003,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,,,,,,"243,047","193,241","46,310","3,496",66.8,12.09,54.7,"13,994","63,289","115,711",252,"22,666",,,,,,,,,28.1,69.1,8.6,"89,047",새천년민주당,3rd,동문성,한나라당,36.78,황돈태,새천년민주당,28.04
2004,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,,,,,,"251,324","198,383","47,063","5,878",68.4,20.82,47.55,"28,846","65,881","138,543",264,"23,523",,,,,,,,,37.9,77.6,9.1,"87,933",새천년민주당,3rd,동문성,한나라당,36.78,황돈태,새천년민주당,28.04
2005,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,,,,,,"183,889","153,725","23,957","6,207",63.6,34.6,29,"46,472","38,952","134,321",270,"23,758",,,,,,,,,30.1,81.1,9.7,"87,124",새천년민주당,3rd,동문성,한나라당,36.78,황돈태,새천년민주당,28.04
2006,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,,,,,,"191,816","159,947","21,061","10,809",61.8,27.03,34.73,"37,020","47,577","136,984",256,"22,320",,,,,,,,,26.5,78.1,10.4,"86,073",열린우리당,4th,채용생,한나라당,63.41,황돈태,열린우리당,31.97
2007,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,,,,,,"226,153","226,153","226,153","226,153",65.7,25.3,40.4,"43,060","68,769","170,224",293,"25,210",,,,,,,,,26.3,73.7,11,"85,370",열린우리당,4th,채용생,한나라당,63.41,황돈태,열린우리당,31.97
2008,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,,,,,,"239,128","201,697","23,281","14,151",78.4,29.69,48.75,"58,070","95,336","195,581",314,"26,841",,,6.7,"14,711","220,156",22.1,"46,175","2,459",22,66.2,11.6,"84,599",한나라당,4th,채용생,한나라당,63.41,황돈태,열린우리당,31.97
2009,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,-7.96,"248,851","229,054","255,764","-6,913","289,346","243,847","25,918","19,580",76.4,30.42,45.94,"61,283","92,566","201,486",318,"26,884",,,7.6,"17,241","226,456",26.6,"57,324","2,991",23.6,66.5,12.2,"83,822",한나라당,4th,채용생,한나라당,63.41,황돈태,열린우리당,31.97
2010,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,-1.84,"226,812","222,634","243,330","-16,518","252,746","203,181","24,736","24,828",75.1,25.48,49.65,"51,440","100,224","201,857",323,"27,076",,,8.7,"18,595","214,062",28.8,"59,040","2,591",24.1,65.4,12.7,"84,302",한나라당,5th,채용생,한나라당,48,이병선,무소속,34.61
2011,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,-1.21,"247,649","244,651","264,703","-17,054","267,802","199,084","19,067","49,651",73.3,27.45,45.84,"50,765","84,773","184,925",321,"27,096",,,9.8,"20,585","209,463",29.6,"59,239","2,701",23.1,69,13.2,"83,745",한나라당,5th,채용생,한나라당,48,이병선,무소속,34.61
2012,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,-3.35,"290,529","280,794","290,553",-24,"260,062","203,144","17,723","39,195",74.2,26.01,48.2,"50,115","92,882","192,698",327,"27,357",,,8.3,"18,925","228,466",28.4,"61,970","2,860",20.3,68,13.8,"83,579",한나라당,5th,채용생,한나라당,48,이병선,무소속,34.61
2013,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,-5.17,"276,565","262,274","276,559",6,"278,173","215,507","26,199","36,467",74.2,24.07,50.17,"49,181","102,494","204,299",341,"28,460",,,9.5,"22,702","238,313",31.2,"71,166","3,167",19.7,66.9,14.3,"83,109",한나라당,5th,채용생,한나라당,48,이병선,무소속,34.61
2014,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,-4.75,"265,524","252,923","259,114","6,410","287,667","236,743","23,756","27,168",75.6,24.1,51.54,"50,612","108,239","210,015",350,"29,099",,,8.3,"19,907","238,683",33.9,"77,715","3,176",19.3,63.1,14.9,"82,432",새누리당,6th,이병선,무소속,52.17,채용생,새누리당,47.82
2015,강원속초시,42210,Sokcho-si,속초시,"24,826","60,885","2,040",0,"38,100","1,870,975","1,868,934","2,340",0,300,-4.69,"281,844","268,637","280,588","1,256","286,330","239,744","31,320","15,267",71.5,22.48,49.06,"48,402","105,643","215,322",353,"29,112",,,7.9,"20,767","263,646",35.8,"90,359","3,906",17.1,59.3,15.2,"81,992",새누리당,6th,이병선,무소속,52.17,채용생,새누리당,47.82
2016,강원속초시,42210,Sokcho-si,속초시,"58,935","58,772",163,0,0,"1,867,716","1,867,553",463,0,300,6.4,"263,734","280,604","261,485","2,249","301,646","253,344","28,347","19,955",72,24.25,47.78,"52,711","103,841","217,336",370,"30,330",,,8.1,"21,947","270,127",35.3,"91,194","4,030",18.1,56.3,15.6,"81,793",새누리당,6th,이병선,무소속,52.17,채용생,새누리당,47.82
2017,강원속초시,42210,Sokcho-si,속초시,"48,454","48,258",197,0,0,"1,889,438","1,889,241",497,0,300,8.41,"299,385","324,555","275,551","23,834","362,928","279,606","41,600","41,721",73.5,26.59,46.87,"65,620","115,676","246,811",414,"33,900",,,10.1,"32,442","320,292",32,"96,930","5,536",17.9,58.2,16.4,"82,273",새정치민주연합,6th,이병선,무소속,52.17,채용생,새누리당,47.82
2018,강원속초시,42210,Sokcho-si,속초시,"34,306","34,144",161,0,0,"1,928,391","1,928,230",461,0,300,4.79,"325,425","341,005","313,463","11,962","349,475","301,203","32,065","16,207",73.4,24.41,49.04,"66,027","132,680","270,547",458,"37,700",,,8.7,"27,745","319,313",34.6,"104,785","5,713",18.4,59.3,17.1,"81,682",더불어민주당,7th,김철수,더불어민주당,44.32,이병선,자유한국당,42.64
2019,강원속초시,42210,Sokcho-si,속초시,"26,315","25,807",508,0,0,"2,005,466","2,004,957",808,0,300,16.14,"382,562","444,312","382,560",2,"439,495","358,332","41,385","39,779",76.8,25.87,50.92,"76,470","150,517","295,613",484,"39,504",,,8.2,"33,689","413,287",32.8,"129,505","6,157",18,56.2,18.1,"81,786",더불어민주당,7th,김철수,더불어민주당,44.32,이병선,자유한국당,42.64
2020,강원속초시,42210,Sokcho-si,속초시,"35,308","34,636",673,0,0,"2,057,995","2,055,883","2,412",0,300,-5.62,"476,300","449,536","476,302",-2,"531,532","443,077","57,639","30,815",78.3,24.07,54.2,"82,776","186,394","343,917",538,"43,963",,,9.2,"42,948","465,868",34.9,"154,487","8,327",17.3,57,19.2,"82,665",더불어민주당,7th,김철수,더불어민주당,44.32,이병선,자유한국당,42.64
2021,강원속초시,42210,Sokcho-si,속초시,"42,020","41,279",741,0,0,"2,131,656","2,129,219","2,738",0,300,-1.75,"497,414","488,711","497,431",-17,"542,056","449,761","60,578","31,717",77.9,23.08,54.8,"85,688","203,474","371,295",601,"49,663",,,9.1,"454,855","41,355",38.8,"165,975","10,678",19.7,56.7,20.1,"82,791",더불어민주당,7th,김철수,더불어민주당,44.32,이병선,자유한국당,42.64
2022,강원속초시,42210,Sokcho-si,속초시,,,,,,,,,,,,,,,,,,,,77.8,23.95,53.89,"98,146","220,821","409,761",664,"55,000",,,,,,,,,20.1,60.2,21.2,"82,806",국민의힘,8th,이병선,국민의힘,56.94,주대하,더불어민주당,43.05
2003,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,,,,,,"87,177","83,199",0,"3,978",70.3,28.77,41.57,"25,689","37,117","89,293",190,"4,287",,,,,,,,,21.7,79.3,13,"21,995",새천년민주당,3rd,임경순,무소속,76.5,김현택,무소속,23.49
2004,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,,,,,,"104,163","98,018",0,"6,145",69.4,25.41,43.99,"23,929","41,425","94,163",204,"4,493",,,,,,,,,21.5,77.6,13.6,"21,692",새천년민주당,3rd,임경순,무소속,76.5,김현택,무소속,23.49
2005,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,,,,,,"118,821","108,986",0,"9,835",70.9,23.39,47.55,"25,604","52,044","109,446",220,"4,765",,,,,,,,,19.6,67.3,14.4,"21,480",새천년민주당,3rd,임경순,무소속,76.5,김현택,무소속,23.49
2006,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,,,,,,"152,624","141,232",0,"11,392",75,23.63,51.4,"32,300","70,246","136,664",228,"4,892",,,,,,,,,17.2,64,15.1,"21,269",열린우리당,4th,전창범,한나라당,51.41,최형지,열린우리당,21.42
2007,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,,,,,,"182,103","182,103","182,103","182,103",74,28.72,45.28,"40,737","64,214","141,830",232,"4,925",,,,,,,,,17.6,65.6,16,"21,401",열린우리당,4th,전창범,한나라당,51.41,최형지,열린우리당,21.42
2008,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,,,,,,"227,063","209,759",0,"17,304",83.9,30.21,53.73,"50,703","90,180","167,848",243,"5,193",,,6.1,"14,578","239,971",10.2,"22,508","1,976",17.6,61.7,16.5,"21,303",한나라당,4th,전창범,한나라당,51.41,최형지,열린우리당,21.42
2009,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,-16.89,"234,810","195,147","234,833",-23,"242,820","218,363",0,"24,457",81,29.03,52.02,"49,940","89,499","172,052",269,"5,721",,,9.5,"20,803","219,066",13.9,"24,902","5,563",18,65.1,17.2,"21,323",한나라당,4th,전창범,한나라당,51.41,최형지,열린우리당,21.42
2010,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,-8.84,"199,699","182,047","199,175",524,"199,880","178,182",0,"21,699",79.7,24.06,55.67,"40,380","93,443","167,862",278,"5,921",,,10.9,"20,157","185,131",14.3,"23,833","2,687",15.4,62.9,17.2,"21,843",한나라당,5th,전창범,한나라당,100,,,
2011,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,-5.51,"217,871","205,876","217,568",303,"219,474","190,074",0,"29,400",83.5,22.03,61.44,"38,051","106,099","172,690",273,"5,958",,,7,"14,117","202,802",12.4,"21,695","3,546",13.7,62.4,17.1,"22,285",한나라당,5th,전창범,한나라당,100,,,
2012,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,-2.96,"233,493","226,572","233,156",337,"226,268","200,610",0,"25,658",82.3,21.01,61.34,"39,708","115,913","188,980",276,"6,143",,,10.5,"23,484","223,610",13.1,"24,838","4,356",14.2,62.9,17,"22,799",한나라당,5th,전창범,한나라당,100,,,
2013,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,-8.08,"258,256","237,391","258,154",103,"241,050","214,631",0,"26,419",83.5,25.95,57.54,"51,282","113,720","197,645",280,"6,386",,,6.7,"15,865","235,251",14.3,"29,295","4,333",15.2,66.8,17,"23,594",한나라당,5th,전창범,한나라당,100,,,
2014,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,-5.89,"247,244","232,683","247,151",93,"238,330","207,767",0,"30,563",81.4,22.1,59.28,"45,786","122,809","207,163",288,"6,790",,,7,"15,740","223,972",15.9,"31,756","3,898",8.1,57.4,17,"23,888",새누리당,6th,전창범,새누리당,51.94,김대영,무소속,48.05
2015,강원양구군,42800,Yanggu-gun,양구군,"5,301","5,301",0,0,0,"1,496,662","1,496,662",0,0,0,-7.66,"266,617","246,205","266,539",78,"218,110","194,953",0,"23,157",79.7,24.1,55.6,"50,662","116,872","210,207",296,"7,078",,,5.7,"13,989","244,077",16.1,"34,327","5,018",8.2,57.1,16.9,"24,089",새누리당,6th,전창범,새누리당,51.94,김대영,무소속,48.05
2016,강원양구군,42800,Yanggu-gun,양구군,"5,160","5,160",0,0,0,"1,581,587","1,581,587",0,0,0,7.04,"234,822","251,361","234,843",-21,"243,681","211,451",0,"32,230",81.5,24.52,56.99,"55,835","129,797","227,752",322,"7,745",,,6.7,"16,685","248,342",17.2,"37,341","5,407",7.8,55.5,17.1,"24,010",새누리당,6th,전창범,새누리당,51.94,김대영,무소속,48.05
2017,강원양구군,42800,Yanggu-gun,양구군,"6,207","6,207",0,0,0,"1,687,093","1,687,093",0,0,0,2.76,"285,145","293,011","283,542","1,604","300,004","271,920",0,"28,084",82.7,31.97,50.75,"78,698","124,925","246,168",338,"8,117",,,7.6,"22,912","299,774",17.4,"44,360","7,714",7.5,59.3,17.9,"23,835",새정치민주연합,6th,전창범,새누리당,51.94,김대영,무소속,48.05
2018,강원양구군,42800,Yanggu-gun,양구군,"6,592","6,592",0,0,0,"1,778,646","1,778,646",0,0,0,1.55,"315,184","320,076","314,714",470,"327,040","294,852",0,"32,188",80.3,27.86,52.46,"76,196","143,496","273,509",363,"8,661",,,7.5,"24,243","324,818",15.8,"43,573","7,869",7.1,60.4,18.5,"23,408",더불어민주당,7th,조인묵,더불어민주당,48.58,윤태용,자유한국당,44.19
2019,강원양구군,42800,Yanggu-gun,양구군,"9,930","9,930",0,0,0,"1,908,591","1,908,591",0,0,0,5.34,"359,815","379,019","359,627",188,"403,416","364,856",0,"38,560",80.4,26.33,54.04,"78,907","161,914","299,641",390,"9,124",,,5.9,"22,641","386,074",15.4,"52,149","7,479",6.8,58,19.7,"22,764",더불어민주당,7th,조인묵,더불어민주당,48.58,윤태용,자유한국당,44.19
2020,강원양구군,42800,Yanggu-gun,양구군,"11,986","11,986",0,0,0,"1,985,369","1,985,369",0,0,0,2.31,"355,962","364,182","354,589","1,373","388,668","354,291",0,"34,377",79.6,32.48,47.13,"99,098","143,819","305,122",507,"11,539",,,8.8,"35,745","404,802",17.5,"59,382","11,404",8.1,62.5,21.1,"22,278",더불어민주당,7th,조인묵,더불어민주당,48.58,윤태용,자유한국당,44.19
2021,강원양구군,42800,Yanggu-gun,양구군,"12,471","12,466",5,0,0,"2,034,589","2,033,235","1,354",0,0,0.54,"357,657","359,604","356,422","1,234","385,649","350,644",0,"35,005",80.7,31.47,49.19,"99,657","155,753","316,662",537,"11,964",,,6.4,"374,537","23,785",19.3,"63,271","9,091",9.4,59.6,22.5,"21,748",더불어민주당,7th,조인묵,더불어민주당,48.58,윤태용,자유한국당,44.19
2022,강원양구군,42800,Yanggu-gun,양구군,,,,,,,,,,,,,,,,,,,,80.2,34.93,45.3,"122,801","159,259","351,590",648,"14,084",,,,,,,,,9.5,67,23.7,"21,383",국민의힘,8th,서홍원,국민의힘,41.51,조인묵,더불어민주당,36.74
2003,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,,,,,,"373,040","359,825",0,"13,215",67.9,13.94,53.98,"15,398","59,619","110,439",205,"6,153",,,,,,,,,12.2,70.1,14.8,"29,480",새천년민주당,3rd,이진호,한나라당,44.12,양동창,무소속,31.4
2004,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,,,,,,"235,691","218,621",0,"17,069",64,20.46,43.51,"23,044","49,016","112,649",215,"6,340",,,,,,,,,16.1,73.3,15.6,"29,187",새천년민주당,3rd,이진호,한나라당,44.12,양동창,무소속,31.4
2005,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,,,,,,"173,737","160,093",0,"13,645",58.8,23.19,35.57,"28,582","43,839","123,253",243,"7,105",,,,,,,,,22.5,74.8,16.6,"29,132",새천년민주당,3rd,이진호,한나라당,44.12,양동창,무소속,31.4
2006,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,,,,,,"162,735","151,874",0,"10,861",64.7,25.79,38.94,"37,640","56,839","145,952",231,"6,735",,,,,,,,,20.5,68.9,17.5,"28,661",열린우리당,4th,이진호,한나라당,59.31,정상철,무소속,24.8
2007,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,,,,,,"215,723","215,723","215,723","215,723",64.4,16.54,47.82,"22,528","65,126","136,197",292,"8,370",,,,,,,,,16.6,66.7,18.6,"28,472",열린우리당,4th,이진호,한나라당,59.31,정상철,무소속,24.8
2008,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,,,,,,"217,258","206,693",0,"10,565",76.7,27.93,48.73,"46,590","81,289","166,813",323,"9,190",,,9.5,"18,577","195,844",13,"23,309","2,116",14.7,65.5,19.7,"28,115",한나라당,4th,이진호,한나라당,59.31,정상철,무소속,24.8
2009,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,-9.38,"200,389","181,602","199,030","1,359","208,027","192,882",0,"15,145",73.1,26.61,46.5,"43,293","75,639","162,680",319,"8,977",,,8.8,"17,008","192,722",16.9,"30,514","2,008",14.5,67.4,20.5,"27,957",한나라당,4th,이진호,한나라당,59.31,정상철,무소속,24.8
2010,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,-4.18,"186,057","178,272","184,338","1,720","191,566","178,648","8,041","4,878",75.1,24.68,50.43,"39,689","81,098","160,819",320,"8,948",,,12.4,"22,262","180,053",18.4,"29,938","3,225",13.8,65.8,21.3,"27,929",한나라당,5th,이진호,한나라당,32.86,김관호,무소속,30.53
2011,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,-1.94,"202,968","199,037","201,038","1,930","191,984","179,281","7,663","5,041",75.8,24.3,51.51,"42,441","89,966","174,665",342,"9,552",,,9.3,"18,388","197,818",16.8,"30,016","3,279",12.2,63.4,22,"27,942",한나라당,5th,이진호,한나라당,32.86,김관호,무소속,30.53
2012,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,-0.14,"210,264","209,970","210,141",123,"214,313","202,003","7,636","4,674",76.8,22.14,54.69,"40,764","100,704","184,132",384,"10,720",,,8.8,"18,058","206,285",16.1,"30,556","2,724",12.7,63.3,23,"27,802",한나라당,5th,이진호,한나라당,32.86,김관호,무소속,30.53
2013,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,-1.45,"220,171","216,971","220,025",146,"216,828","202,029","8,097","6,703",77.3,22.59,54.69,"44,640","108,084","197,626",397,"11,038",,,13.2,"28,983","219,108",18.4,"37,487","2,758",12.2,62.9,23.8,"27,659",한나라당,5th,이진호,한나라당,32.86,김관호,무소속,30.53
2014,강원양양군,42830,Yangyang-gun,양양군,,,,,,,,,,,-1.47,"218,750","215,545","218,594",156,"213,693","199,028","6,823","7,843",74.7,18.87,55.78,"36,850","108,920","195,258",416,"11,496",,,9.1,"19,492","213,439",18.7,"36,987","2,900",10.7,64.5,24.6,"27,521",새누리당,6th,김진하,새누리당,42.09,정상철,새정치민주연합,37.71
2015,강원양양군,42830,Yangyang-gun,양양군,"26,903","26,640",264,0,0,"1,287,454","1,282,824","4,630",0,0,-4.1,"244,856","234,819","244,527",329,"236,007","219,269","7,048","9,690",78.1,19.48,58.57,"42,504","127,775","218,145",439,"12,088",,,8.5,"20,654","242,152",18.2,"40,453","3,522",8.4,60.4,25.2,"27,479",새누리당,6th,김진하,새누리당,42.09,정상철,새정치민주연합,37.71
2016,강원양양군,42830,Yangyang-gun,양양군,"22,150","22,150",0,0,0,"1,386,101","1,380,790","5,311",0,0,15.04,"233,922","269,110","233,711",211,"248,943","235,574","7,688","5,682",80.4,19.4,60.96,"47,128","148,057","242,892",448,"12,302",,,6.9,"18,100","264,017",16.9,"41,093","3,643",9.8,54.8,25.6,"27,218",새누리당,6th,김진하,새누리당,42.09,정상철,새정치민주연합,37.71
